0; Соломон; Кириллов; Юрьевич; 29; 168; 51; Москва; Санкт-Петербург
2858; Трофим; Евсеев; Михайлович; 54; 160; 48; Москва; Москва
2859; Фессалоникия; Лазарев; Михайлович; 55; 167; 89; Санкт-Петербург; Москва
2860; Тигрия; Федотов; Михайлович; 37; 178; 65; Санкт-Петербург; Санкт-Петербург
2861; Аврамий; Дьячков; Юрьевич; 41; 180; 79; Санкт-Петербург; Москва
2862; Исай; Исаков; Юрьевич; 69; 190; 75; Санкт-Петербург; Москва
2863; Онисифор; Козлов; Михайлович; 37; 170; 47; Москва; Санкт-Петербург
2864; Евсевия; Громов; Юрьевич; 42; 190; 74; Санкт-Петербург; Москва
2865; Аврелия; Кузнецов; Юрьевич; 26; 154; 70; Москва; Москва
2866; Голиндуха; Назаров; Михайлович; 59; 199; 63; Санкт-Петербург; Москва
2867; Хриса; Панов; Михайлович; 60; 181; 69; Москва; Санкт-Петербург
2868; Дормидонт; Костин; Юрьевич; 31; 161; 50; Москва; Москва
2869; Дарья; Макаров; Михайлович; 64; 184; 52; Москва; Москва
2870; Феофила; Бобылёв; Юрьевич; 59; 155; 71; Санкт-Петербург; Санкт-Петербург
2871; Аза; Соколов; Юрьевич; 61; 193; 53; Санкт-Петербург; Москва
2872; Викторина; Беляков; Юрьевич; 25; 187; 86; Санкт-Петербург; Санкт-Петербург
2873; Аристид; Фадеев; Юрьевич; 36; 152; 52; Санкт-Петербург; Москва
2874; Каллист; Гордеев; Юрьевич; 30; 157; 82; Москва; Москва
2875; Адам; Сергеев; Михайлович; 50; 181; 80; Санкт-Петербург; Санкт-Петербург
2876; Авдотья; Мамонтов; Михайлович; 32; 170; 40; Москва; Санкт-Петербург
2877; Томила; Ильин; Юрьевич; 67; 197; 63; Москва; Москва
2878; Яким; Чернов; Михайлович; 44; 175; 51; Москва; Санкт-Петербург
2879; Лукерья; Коновалов; Юрьевич; 64; 177; 74; Санкт-Петербург; Санкт-Петербург
2880; Пётр; Кулаков; Юрьевич; 21; 185; 40; Москва; Санкт-Петербург
2881; Агнесса; Киселёв; Михайлович; 57; 150; 78; Москва; Санкт-Петербург
2882; Софон; Ефимов; Юрьевич; 26; 169; 53; Санкт-Петербург; Москва
2883; Алла; Муравьёв; Михайлович; 31; 187; 73; Москва; Санкт-Петербург
2884; Доната; Евсеев; Михайлович; 25; 185; 76; Санкт-Петербург; Москва
2885; Маркел; Кононов; Юрьевич; 26; 170; 50; Москва; Санкт-Петербург
2886; Петрония; Стрелков; Юрьевич; 27; 160; 42; Санкт-Петербург; Москва
2887; Максимиан; Зыков; Юрьевич; 69; 182; 43; Москва; Москва
2888; Агафья; Анисимов; Юрьевич; 22; 167; 68; Санкт-Петербург; Москва
2889; Офелия; Селиверстов; Михайлович; 51; 195; 77; Москва; Москва
2890; Роза; Поляков; Юрьевич; 40; 167; 62; Санкт-Петербург; Санкт-Петербург
2891; Ипатий; Аксёнов; Михайлович; 39; 185; 72; Москва; Санкт-Петербург
2892; Амос; Волков; Юрьевич; 42; 171; 58; Санкт-Петербург; Санкт-Петербург
2893; Милана; Константинов; Михайлович; 68; 170; 40; Санкт-Петербург; Москва
2894; Фетиния; Александров; Михайлович; 39; 190; 64; Москва; Санкт-Петербург
2895; Остап; Воронцов; Юрьевич; 49; 154; 67; Москва; Москва
2896; Любовь; Новиков; Михайлович; 36; 160; 49; Москва; Москва
2897; Меркул; Гуляев; Михайлович; 65; 150; 73; Москва; Санкт-Петербург
2898; Артур; Титов; Юрьевич; 62; 169; 59; Москва; Москва
2899; Яна; Лихачёв; Юрьевич; 23; 163; 64; Москва; Санкт-Петербург
2900; Касиния; Дьячков; Михайлович; 41; 159; 85; Санкт-Петербург; Москва
2901; Платон; Устинов; Михайлович; 46; 170; 74; Санкт-Петербург; Москва
2902; Марин; Корнилов; Михайлович; 56; 175; 41; Санкт-Петербург; Санкт-Петербург
2903; Герасим; Колесников; Юрьевич; 48; 178; 68; Санкт-Петербург; Москва
2904; Акиндин; Громов; Михайлович; 64; 185; 64; Санкт-Петербург; Санкт-Петербург
2905; Клементина; Козлов; Юрьевич; 22; 169; 44; Санкт-Петербург; Санкт-Петербург
2906; Май; Федосеев; Михайлович; 46; 166; 76; Санкт-Петербург; Москва
2907; Илона; Кононов; Михайлович; 52; 192; 40; Санкт-Петербург; Санкт-Петербург
2908; Таисия; Сорокин; Юрьевич; 58; 199; 58; Санкт-Петербург; Москва
2909; Фива; Стрелков; Михайлович; 54; 180; 45; Москва; Санкт-Петербург
2910; Лукия; Новиков; Юрьевич; 35; 199; 53; Санкт-Петербург; Санкт-Петербург
2911; Милия; Зиновьев; Михайлович; 48; 159; 52; Санкт-Петербург; Санкт-Петербург
2912; Спиридон; Соловьёв; Юрьевич; 60; 199; 60; Москва; Москва
2913; Каллимах; Воронцов; Михайлович; 58; 184; 75; Москва; Москва
2914; Тимур; Молчанов; Юрьевич; 57; 170; 60; Москва; Санкт-Петербург
2915; Ефимия; Кудряшов; Михайлович; 60; 166; 46; Москва; Санкт-Петербург
2916; Варламий; Шестаков; Юрьевич; 40; 166; 62; Москва; Москва
2917; Жанна; Емельянов; Юрьевич; 23; 161; 58; Санкт-Петербург; Санкт-Петербург
2918; Добромила; Алексеев; Юрьевич; 31; 185; 51; Москва; Санкт-Петербург
2919; Никодим; Жуков; Михайлович; 55; 196; 69; Москва; Москва
2920; Феодулия; Лапин; Юрьевич; 67; 189; 75; Москва; Санкт-Петербург
2921; Деина; Прохоров; Михайлович; 69; 156; 65; Санкт-Петербург; Москва
2922; Феофил; Коновалов; Михайлович; 68; 179; 86; Санкт-Петербург; Москва
2923; Фабиан; Елисеев; Михайлович; 48; 182; 64; Санкт-Петербург; Санкт-Петербург
2924; Куприян; Никонов; Юрьевич; 56; 198; 60; Москва; Москва
2925; Мардарий; Стрелков; Михайлович; 30; 163; 74; Москва; Санкт-Петербург
2926; Далмат; Филатов; Михайлович; 23; 176; 87; Санкт-Петербург; Санкт-Петербург
2927; Максимилиан; Александров; Юрьевич; 69; 178; 79; Санкт-Петербург; Санкт-Петербург
2928; Евстахий; Ковалёв; Михайлович; 48; 192; 63; Санкт-Петербург; Москва
2929; Силантий; Петров; Юрьевич; 18; 155; 70; Москва; Москва
2930; Иринарх; Лихачёв; Михайлович; 38; 158; 60; Санкт-Петербург; Санкт-Петербург
2931; Пантелей; Воробьёв; Михайлович; 59; 189; 43; Москва; Санкт-Петербург
2932; Светозар; Куликов; Юрьевич; 34; 169; 47; Москва; Санкт-Петербург
